	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
36363	7	40191212	40193750	AC006023.8	ENSG00000248711
36364	10	97824072	97824156	MIR3157	ENSG00000266407
36365	7	156664772	156664912	RNU4-31P	ENSG00000206938
36366	7	156737415	156738339	RP5-1121A15.3	ENSG00000230033
36367	2	31209805	31214292	AC009305.1	ENSG00000234579
36368	10	97872504	97872608	RNU6-271P	ENSG00000200728
36369	12	112704881	112705198	RN7SKP71	ENSG00000201428
36370	7	40577726	40586527	AC004988.1	ENSG00000203446
36371	Y	9743204	9745748	TSPY13P	ENSG00000187657
36372	3	9849770	9896822	TTLL3	ENSG00000214021
36373	7	40815157	40824816	AC005160.3	ENSG00000227658
36374	2	31258419	31258510	AC009305.2	ENSG00000216093
36375	14	27244701	27291313	RP11-626P14.1	ENSG00000257845
36376	12	112739674	112740467	RPL7AP60	ENSG00000213152
36377	5	82767284	82878122	VCAN	ENSG00000038427
36378	10	97889472	97965044	ZNF518A	ENSG00000177853
36379	7	41004266	41019537	AC005029.1	ENSG00000232458
36381	2	31456880	31492313	EHD3	ENSG00000013016
36382	5	28927136	28927391	CTD-2269E23.2	ENSG00000226400
36383	12	112759563	112760893	RP3-521E19.3	ENSG00000257658
36384	3	50392180	50397041	TMEM115	ENSG00000126062
36385	7	41141202	41173105	AC005022.1	ENSG00000224017
36388	17	27400528	27507430	MYO18A	ENSG00000196535
36390	7	41706766	41744933	AC005027.3	ENSG00000236310
36391	17	69617119	69617577	LOC124685	ENSG00000228118
36392	Y	9748407	9749571	TTTY23	ENSG00000239225
36393	2	31451178	31451276	RNA5SP90	ENSG00000201671
36395	12	47631517	47672804	RP11-493L12.3	ENSG00000257925
36396	12	69235068	69237017	RP11-611O2.5	ENSG00000257181
36397	7	41733514	41818986	INHBA-AS1	ENSG00000224116
36398	Y	9789162	9797032	RBMY2OP	ENSG00000234950
36400	12	69235726	69236164	RP11-611O2.3	ENSG00000256664
36401	5	29001867	29003464	SUCLG2P4	ENSG00000249226
36402	7	121968523	122080410	RP5-1101C3.1	ENSG00000240499
36403	19	9203855	9204889	OR1M1	ENSG00000170929
36404	12	47641907	47651322	RP11-493L12.4	ENSG00000258181
36405	17	8150936	8173809	PFAS	ENSG00000178921
36406	17	70017992	70030233	AC005152.3	ENSG00000228639
36408	2	97202480	97218375	ARID5A	ENSG00000196843
36409	8	144661867	144681711	EEF1D	ENSG00000104529
36410	7	42152964	42153219	HMGN2P30	ENSG00000213721
36411	17	41017939	41026386	AOC4P	ENSG00000260105
36412	16	67572460	67574009	CTD-2012K14.2	ENSG00000261396
36413	12	113132839	113132981	MIR1302-1	ENSG00000221560
36414	19	9212945	9213982	OR7G2	ENSG00000170923
36415	12	47735397	47735872	RP11-493L12.6	ENSG00000258116
36416	7	42701325	42746046	AC027269.2	ENSG00000238284
36417	12	113345433	113455556	RP1-71H24.1	ENSG00000257452
36418	Y	22918050	22942918	RPS4Y2	ENSG00000157828
36419	17	70026432	70034889	LINC01152	ENSG00000256124
36420	16	67576026	67576866	CTD-2012K14.3	ENSG00000259945
36421	7	42834505	42842093	TCP1P1	ENSG00000229161
36422	11	111944810	111955874	C11orf57	ENSG00000150776
36423	X	52380351	52387001	XAGE2	ENSG00000185751
36424	19	56152428	56164527	CCDC106	ENSG00000173581
36425	Y	9860098	9871796	RBMY2QP	ENSG00000236718
36426	16	67576207	67576475	CTD-2012K14.4	ENSG00000260894
36427	7	42869271	42884037	AC010132.10	ENSG00000231539
36428	12	47739949	47740080	SNORA64	ENSG00000199566
36429	19	9225274	9226439	OR7G1	ENSG00000161807
36430	2	31513628	31514470	AL121657.4	ENSG00000213620
36431	7	42940871	42942238	RP11-111K18.2	ENSG00000261019
36432	16	67583117	67597861	CTD-2012K14.6	ENSG00000261386
36433	12	47747537	47763718	RP11-493L12.5	ENSG00000257924
36434	12	47757969	47758052	MIR4494	ENSG00000264906
36435	7	42958340	42959683	AC010132.11	ENSG00000234983
36436	14	77972340	78083116	SPTLC2	ENSG00000100596
36437	12	47808791	47813962	RP1-90J4.1	ENSG00000257906
36438	X	20024831	20135035	MAP7D2	ENSG00000184368
36439	19	9236688	9237626	OR7G3	ENSG00000170920
36440	12	113453412	113453903	RP1-71H24.4	ENSG00000258159
36442	22	31460091	31500743	SMTN	ENSG00000183963
36443	7	156799001	156799826	MNX1-AS2	ENSG00000235029
36444	12	47856870	47857404	RP1-90J4.2	ENSG00000258369
36445	9	131464802	131483197	PKN3	ENSG00000160447
36446	7	156803499	156809120	MNX1-AS1	ENSG00000243479
36447	2	219128850	219134980	AAMP	ENSG00000127837
36448	6	108188960	108279393	SEC63	ENSG00000025796
36449	2	31747550	31806136	SRD5A2	ENSG00000049319
36450	12	47878472	47879505	RP1-90J4.3	ENSG00000257807
36451	2	25012603	25016251	PTRHD1	ENSG00000184924
36452	16	68771128	68869451	CDH1	ENSG00000039068
36453	4	264464	299110	ZNF732	ENSG00000186777
36454	11	2904443	2907111	CDKN1C	ENSG00000129757
36455	7	156850403	156851208	RP4-639J15.1	ENSG00000236102
36456	12	69305701	69305762	RNU7-4P	ENSG00000252770
36457	12	47986991	47987223	RP3-432I18.1	ENSG00000257905
36459	12	69307584	69307802	RP11-611O2.6	ENSG00000257289
36460	7	156880649	156881237	RP4-639J15.2	ENSG00000229365
36462	5	95087023	95158709	GLRX	ENSG00000173221
36463	12	69350186	69350266	AC133749.1	ENSG00000263910
36464	12	48099868	48136077	RP1-197B17.3	ENSG00000257433
36465	7	156985062	156985526	RP4-814D15.2	ENSG00000225224
36466	2	113587328	113594480	IL1B	ENSG00000125538
36467	12	69351157	69351457	PRELID2P1	ENSG00000257336
36469	13	39612443	39624246	NHLRC3	ENSG00000188811
36470	19	9251056	9274100	ZNF317	ENSG00000130803
36471	12	69511348	69511432	AC139931.1	ENSG00000252547
36472	5	39105358	39107350	AC008964.1	ENSG00000269215
36473	7	156990294	156991205	RP4-814D15.1	ENSG00000236018
36474	12	69605903	69618022	RP11-324P9.1	ENSG00000258140
36475	17	73437240	73496171	KIAA0195	ENSG00000177728
36476	7	157055716	157055923	RP5-1142J19.2	ENSG00000224629
36477	7	157074230	157075380	RP5-1142J19.1	ENSG00000229660
36478	6	37600284	37667082	MDGA1	ENSG00000112139
36479	12	69678177	69679265	RP11-1143G9.2	ENSG00000257818
36480	12	77415027	77459360	E2F7	ENSG00000165891
36481	12	69747273	69748005	RP11-1143G9.4	ENSG00000257764
36482	6	28212401	28227011	ZKSCAN4	ENSG00000187626
36483	17	49254786	49337524	MBTD1	ENSG00000011258
36484	4	175558065	175750465	GLRA3	ENSG00000145451
36486	15	102193801	102264807	TARSL2	ENSG00000185418
36487	21	40777770	40817731	LCA5L	ENSG00000157578
36488	Y	23544840	23548246	CYorf17	ENSG00000183146
36489	7	42993734	43099149	AC005537.2	ENSG00000232006
36490	12	69794683	69794978	RN7SL804P	ENSG00000266185
36491	7	142131412	142131918	TRBV5-6	ENSG00000211728
36492	7	43136331	43136443	Y_RNA	ENSG00000201933
36493	12	69816436	69816775	RP11-159A18.1	ENSG00000241765
36495	7	43157495	43202786	HECW1-IT1	ENSG00000181211
36496	12	69843250	69854504	RP11-956E11.1	ENSG00000257507
36497	14	74265718	74265821	snoU13	ENSG00000238330
36498	3	43128971	43129560	RP11-136C24.2	ENSG00000227245
36499	7	142139278	142139815	TRBV7-6	ENSG00000211727
36500	16	67595314	67596212	CTD-2012K14.7	ENSG00000259804
36501	3	43252233	43252363	AC104434.1	ENSG00000222331
36502	5	29070603	29070717	SNORA18	ENSG00000252601
36503	1	1246965	1260071	CPSF3L	ENSG00000127054
36504	3	43356443	43356745	RN7SL517P	ENSG00000241939
36505	16	67648284	67649245	AC009095.4	ENSG00000237718
36506	20	10199478	10288066	SNAP25	ENSG00000132639
36507	14	74289262	74296838	RP5-1021I20.2	ENSG00000258586
36508	3	43388415	43389135	RP11-188P20.3	ENSG00000271941
36509	16	67772491	67773825	RP11-167P11.2	ENSG00000270165
36510	1	208195587	208417665	PLXNA2	ENSG00000076356
36511	5	29104987	29105545	RP11-42L13.2	ENSG00000248687
36512	3	43391136	43393454	SNRK-AS1	ENSG00000234617
36513	7	77166592	77269388	PTPN12	ENSG00000127947
36514	16	67889858	67890014	CTC-479C5.11	ENSG00000262141
36515	7	43190494	43190593	MIR3943	ENSG00000264069
36516	7	142143652	142144084	TRBV6-7	ENSG00000253188
36517	2	31557187	31637581	XDH	ENSG00000158125
36518	3	43513969	43514088	Y_RNA	ENSG00000251811
36519	7	43234020	43234081	RNU7-35P	ENSG00000252983
36520	17	41026687	41050751	LINC00671	ENSG00000213373
36521	14	74307223	74307312	RP5-1021I20.7	ENSG00000270576
36522	3	43526464	43527372	RP11-353H3.1	ENSG00000223916
36523	16	67911560	67911643	AC040162.1	ENSG00000221526
36524	7	43247361	43247465	RNU6-575P	ENSG00000223258
36525	6	10748027	10979553	SYCP2L	ENSG00000153157
36526	14	74324764	74324868	Y_RNA	ENSG00000223300
36527	16	67916364	67920270	CTC-479C5.10	ENSG00000263126
36528	3	43820453	43821474	RP4-672N11.1	ENSG00000235886
36529	5	29105675	29106968	RP11-42L13.3	ENSG00000270430
36530	7	43278665	43288867	AC004692.4	ENSG00000228680
36531	16	67977450	67978423	CTC-479C5.17	ENSG00000267660
36532	5	39284364	39424970	C9	ENSG00000113600
36533	Y	23673224	23687672	RBMY1B	ENSG00000242875
36534	11	111955524	111957522	TIMM8B	ENSG00000150779
36535	7	142148928	142149399	TRBV5-5	ENSG00000211725
36536	11	61008514	61018920	PGA5	ENSG00000256713
36537	16	68036335	68038855	KARSP3	ENSG00000262962
36539	14	74362867	74404817	RP5-1021I20.5	ENSG00000258891
36540	X	123094062	123556514	STAG2	ENSG00000101972
36541	8	19674651	19709594	INTS10	ENSG00000104613
36542	6	41902671	42018095	CCND3	ENSG00000112576
36543	16	68047339	68049814	CTC-479C5.6	ENSG00000263201
36544	16	29874914	29879371	CDIPT-AS1	ENSG00000214725
36545	7	142161931	142162407	TRBV6-6	ENSG00000211724
36546	5	29143610	29172465	CTD-2118P12.1	ENSG00000259786
36547	16	68051613	68051720	RNU6-359P	ENSG00000202336
36548	7	142168380	142169045	TRBV5-4	ENSG00000230099
36549	17	33791268	33864880	SLFN12L	ENSG00000205045
36550	17	41043355	41043452	RNU6-287P	ENSG00000252039
36551	17	41084865	41084959	RNY4P2	ENSG00000200510
36552	14	74371970	74372339	RP5-1021I20.6	ENSG00000270140
36553	17	41092592	41092719	SNORA40	ENSG00000212149
36554	19	48618702	48673860	LIG1	ENSG00000105486
36555	11	2909010	2924970	SLC22A18AS	ENSG00000254827
36556	14	74373019	74373130	Y_RNA	ENSG00000199472
36557	16	1682260	1736716	LA16c-431H6.6	ENSG00000261732
36558	13	39917029	40177665	LHFP	ENSG00000183722
36559	7	142176329	142176790	TRBV7-4	ENSG00000253409
36560	3	130064359	130203688	COL6A5	ENSG00000172752
36562	14	74498500	74549566	AC005484.5	ENSG00000259114
36563	3	104221544	104222110	RP11-281P11.1	ENSG00000243635
36564	3	106044584	106045140	RP11-93B21.1	ENSG00000244652
36565	3	106234744	106234845	Y_RNA	ENSG00000200610
36566	3	106407525	106407626	Y_RNA	ENSG00000200361
36567	5	124043520	124046430	RP11-43D2.2	ENSG00000249112
36568	3	66429221	66551687	LRIG1	ENSG00000144749
36569	2	31752012	31788534	AL133247.2	ENSG00000228563
36570	7	142180515	142181016	TRBV6-5	ENSG00000211721
36571	16	68089682	68089787	AC130462.1	ENSG00000221789
36572	3	106555658	106959488	LINC00882	ENSG00000242759
36573	16	68111243	68156174	RP11-67A1.2	ENSG00000261864
36574	7	142206511	142207011	TRBV10-2	ENSG00000229769
36575	2	31876450	31876931	AL133247.3	ENSG00000270422
36576	19	42738735	42759284	AC006486.9	ENSG00000268643
36577	7	142223820	142224284	TRBV11-1	ENSG00000211720
36578	5	29380403	29396088	CTD-2010I22.2	ENSG00000248391
36579	16	68123352	68123446	Y_RNA	ENSG00000201850
36580	14	74641159	74641454	RN7SL530P	ENSG00000239910
36581	9	32455300	32526322	DDX58	ENSG00000107201
36582	16	29930957	29933226	CTD-2574D22.4	ENSG00000260114
36583	16	68223190	68223324	SNORA48	ENSG00000212445
36584	14	74659292	74659526	RP5-892G5.2	ENSG00000258513
36585	10	7830092	7849778	ATP5C1	ENSG00000165629
36586	10	123716603	123734732	NSMCE4A	ENSG00000107672
36587	16	29938157	29940254	CTD-2574D22.2	ENSG00000247735
36588	16	68233698	68234884	RP11-96D1.9	ENSG00000262514
36589	11	111957497	111990353	SDHD	ENSG00000204370
36590	2	32018892	32029049	AL133249.1	ENSG00000223647
36591	16	30107751	30115437	RP11-455F5.3	ENSG00000250616
36592	2	25016005	25045245	CENPO	ENSG00000138092
36593	7	142231573	142232090	TRBV10-1	ENSG00000211717
36594	19	42746927	42749125	AC006486.1	ENSG00000204957
36595	19	9296279	9299493	OR7D2	ENSG00000188000
36596	16	68243345	68243681	RPS12P27	ENSG00000240435
36597	14	74755830	74761128	AC005519.4	ENSG00000258559
36598	19	9324526	9325542	OR7D4	ENSG00000174667
36599	1	52811395	52831865	CC2D1B	ENSG00000154222
36600	2	32035264	32035357	AL121652.2	ENSG00000238448
36601	7	142239537	142240058	TRBV9	ENSG00000211716
36602	5	29600783	29600975	UBL5P1	ENSG00000248418
36603	14	74772128	74772766	SUB1P2	ENSG00000258737
36604	15	42867857	43013179	STARD9	ENSG00000159433
36605	19	9361606	9362820	OR7E24	ENSG00000237521
36606	2	32047660	32048505	KRT18P52	ENSG00000237007
36608	6	168227602	168372703	MLLT4	ENSG00000130396
36609	7	142242281	142242747	TRBV5-3	ENSG00000211715
36610	10	103825147	103827792	HPS6	ENSG00000166189
36611	10	50117528	50143242	LRRC18	ENSG00000165383
36612	17	70030248	70053871	RP11-84E24.2	ENSG00000254148
36613	14	74844521	74845121	RPS2P2	ENSG00000177776
36614	19	42751724	42759309	ERF	ENSG00000105722
36615	19	44732882	44809199	ZNF235	ENSG00000159917
36616	17	18811592	18812178	AC090286.2	ENSG00000235672
36617	16	1728257	1752281	HN1L	ENSG00000206053
36618	19	41256542	41271294	SNRPA	ENSG00000077312
36619	7	142247109	142247615	TRBV7-3	ENSG00000211714
36620	17	18847312	18847386	snoMBII-202	ENSG00000212618
36621	5	29796045	29796375	CTD-2011G17.1	ENSG00000250984
36622	19	9404951	9420514	ZNF699	ENSG00000196110
36623	17	18854938	18857462	AC090286.4	ENSG00000196893
36624	15	60639333	60695082	ANXA2	ENSG00000182718
36625	14	74938633	74939063	RP3-449M8.9	ENSG00000270000
36626	2	32048087	32048175	AL121652.3	ENSG00000265267
36627	12	69978502	69978603	MIR3913-1	ENSG00000264405
36628	17	70033455	70217977	SOX9-AS1	ENSG00000234899
36629	7	142250703	142251158	TRBV6-4	ENSG00000211713
36630	13	40229764	40365802	COG6	ENSG00000133103
36632	14	74940710	74941567	RP3-449M8.6	ENSG00000259005
36633	10	50222290	50323554	VSTM4	ENSG00000165633
36634	10	30598730	30663377	MTPAP	ENSG00000107951
36635	5	29848791	29849325	CTD-2057J6.2	ENSG00000249744
36636	7	142326363	142327046	TRBV19	ENSG00000211746
36637	6	17102489	17131603	STMND1	ENSG00000230873
36638	17	18889461	18889647	RP11-28B23.1	ENSG00000263045
36639	14	74946836	74946907	MIR4709	ENSG00000265649
36640	2	32048482	32048886	AK2P2	ENSG00000242272
36641	17	18965225	18965807	SNORD3B-1	ENSG00000265185
36642	14	74949688	74950138	RAP1AP	ENSG00000258769
36643	10	95517566	95557916	LGI1	ENSG00000108231
36645	10	103867317	103880210	LDB1	ENSG00000198728
36646	7	142334163	142334913	TRBV20-1	ENSG00000211747
36647	17	34851477	34899284	MYO19	ENSG00000141140
36648	2	32078045	32078492	RP11-1057B6.1	ENSG00000273165
36649	6	24544332	24646383	KIAA0319	ENSG00000137261
36650	7	142353468	142353964	TRBV23-1	ENSG00000211749
36652	9	131483148	131486406	ZDHHC12	ENSG00000160446
36653	12	70107413	70132348	RP11-588G21.2	ENSG00000247131
36654	5	29881816	29883052	CTD-2057J6.1	ENSG00000233787
36655	11	111957627	112064528	SDHD	ENSG00000255292
36656	14	75018884	75026751	CTD-2207P18.1	ENSG00000258425
36657	17	18966762	18967449	SNORD3B-2	ENSG00000262074
36658	2	32144931	32145018	AL121652.1	ENSG00000221326
36659	5	29948935	29949237	RN7SKP207	ENSG00000223136
36660	10	34398488	35104253	PARD3	ENSG00000148498
36661	2	32238130	32238437	CTC-336P14.1	ENSG00000271228
36662	10	82009466	82013395	AL359195.1	ENSG00000204038
36663	17	70068474	70089622	AC007461.2	ENSG00000226101
36664	21	40817781	40887433	SH3BGR	ENSG00000185437
36665	12	132434508	132565005	EP400	ENSG00000183495
36666	5	30248457	30249000	RP11-136H13.1	ENSG00000250587
36667	19	44754318	44779470	ZNF233	ENSG00000159915
36668	7	43313758	43314181	AC004692.5	ENSG00000213717
36669	2	172949468	172954405	DLX1	ENSG00000144355
36670	6	52916789	52965671	FBXO9	ENSG00000112146
36671	7	43548327	43562141	AC011738.4	ENSG00000231638
36672	17	36686251	36762183	SRCIN1	ENSG00000017373
36673	7	43618487	43618571	AC011738.1	ENSG00000252308
36674	10	82031576	82049440	MAT1A	ENSG00000151224
36675	2	32313373	32313460	AL121655.1	ENSG00000263802
36676	7	43806889	43807198	AC005189.6	ENSG00000229497
36677	11	2920951	2946476	SLC22A18	ENSG00000110628
36678	16	30118996	30121862	RP11-455F5.4	ENSG00000261367
36679	2	32390115	32390826	RP11-563N4.1	ENSG00000272716
36680	7	43958296	43959653	TUBG1P	ENSG00000237972
36681	17	70319264	70636611	LINC00511	ENSG00000227036
36682	22	19957419	20004331	ARVCF	ENSG00000099889
36683	16	30194826	30196278	RP11-455F5.5	ENSG00000261416
36684	7	43980494	44058774	POLR2J4	ENSG00000214783
36685	5	30365512	30365791	RP11-136H13.2	ENSG00000250118
36686	12	111051832	111087235	TCTN1	ENSG00000204852
36687	19	9434448	9461838	ZNF559	ENSG00000188321
36688	2	32426669	32429068	DDX50P1	ENSG00000229816
36689	7	43798279	43846939	BLVRA	ENSG00000106605
36690	5	31053672	31054260	RPL19P11	ENSG00000241668
36691	5	31066077	31066239	CTD-2127O16.2	ENSG00000253940
36692	7	157098487	157098765	RN7SL142P	ENSG00000266453
36693	7	112402437	112430647	TMEM168	ENSG00000146802
36694	20	47662849	47713489	CSE1L	ENSG00000124207
36695	7	157258925	157292410	AC006372.4	ENSG00000234210
36696	19	56165512	56186081	U2AF2	ENSG00000063244
36697	2	32439525	32439631	RNU6-647P	ENSG00000201113
36698	7	157294016	157296271	AC006372.5	ENSG00000223872
36699	16	30205213	30215631	SLX1A-SULT1A3	ENSG00000213599
36700	2	32546707	32548071	AL133245.2	ENSG00000272754
36701	15	34525460	34630261	SLC12A6	ENSG00000140199
36702	5	31094084	31267717	RP11-152K4.2	ENSG00000254138
36703	17	33875144	33885117	SLFN14	ENSG00000236320
36704	10	97949122	97949975	NPM1P25	ENSG00000229417
36705	7	157305988	157309535	AC006372.6	ENSG00000233191
36706	7	157367028	157367114	MIR153-2	ENSG00000207960
36708	7	157531702	157533148	AC006003.3	ENSG00000231515
36709	19	19496635	19619740	GATAD2A	ENSG00000167491
36710	17	18981088	18991191	RP11-160E2.17	ENSG00000230197
36711	10	98052442	98066452	RP11-35J23.1	ENSG00000229418
36712	12	121837844	121868389	RNF34	ENSG00000170633
36713	7	157647221	157658784	AC011899.9	ENSG00000233038
36714	17	25783670	25953461	KSR1	ENSG00000141068
36715	5	159678659	159772403	CCNJL	ENSG00000135083
36717	15	67547138	67794598	IQCH	ENSG00000103599
36718	19	44830708	44871377	ZNF112	ENSG00000062370
36721	21	40928369	41045064	B3GALT5	ENSG00000183778
36722	17	41127706	41129292	RP11-376M2.2	ENSG00000267230
36724	7	157661230	157661846	RP11-452C13.1	ENSG00000272839
36725	7	43991509	44058750	RP5-1165K10.2	ENSG00000273432
36726	17	41149933	41150024	Y_RNA	ENSG00000200127
36727	7	157820065	157823820	AC011899.10	ENSG00000231980
36728	17	41181274	41184051	CTD-3199J23.4	ENSG00000267267
36729	17	18985750	18988147	KYNUP2	ENSG00000265746
36730	6	28227098	28228736	NKAPL	ENSG00000189134
36731	17	41231319	41231797	RPL21P4	ENSG00000240828
36732	15	43015757	43029324	CDAN1	ENSG00000140326
36733	12	70297813	70637140	RP11-611E13.2	ENSG00000257815
36734	5	132332677	132362296	ZCCHC10	ENSG00000155329
36735	9	131492065	131534693	ZER1	ENSG00000160445
36737	17	41277627	41305688	NBR2	ENSG00000198496
36738	16	30225730	30226020	RP11-347C12.9	ENSG00000261444
36739	17	33901814	33905882	PEX12	ENSG00000108733
36740	16	30229541	30233251	RP11-347C12.8	ENSG00000261203
36742	X	52511761	52516905	XAGE1C	ENSG00000183461
36743	1	25071848	25170815	CLIC4	ENSG00000169504
36744	17	18994382	18995138	RP11-160E2.19	ENSG00000263394
36745	19	41277553	41292590	MIA-RAB4B	ENSG00000268975
36746	10	51253146	51371338	RP11-592B15.3	ENSG00000244393
36747	X	20142636	20159962	EIF1AX	ENSG00000173674
36748	17	19015313	19015949	SNORD3D	ENSG00000262202
36749	21	40969074	40984748	C21orf88	ENSG00000184809
36750	7	148504475	148581413	EZH2	ENSG00000106462
36751	6	28249314	28270326	PGBD1	ENSG00000137338
36752	17	19044330	19047002	CTC-457L16.2	ENSG00000262319
36753	3	9879533	9886286	RPUSD3	ENSG00000156990
36754	3	43731605	43775863	ABHD5	ENSG00000011198
36755	17	19053592	19054599	RP11-160E2.21	ENSG00000266664
36756	12	88886570	88974628	KITLG	ENSG00000049130
36757	2	190526111	190535557	ASNSD1	ENSG00000138381
36758	17	19064102	19065587	RP11-160E2.11	ENSG00000262292
36759	16	30234230	30346695	RP11-347C12.2	ENSG00000183604
36760	6	17281577	17294106	RBM24	ENSG00000112183
36761	6	35704809	35716856	ARMC12	ENSG00000157343
36762	2	172964167	172967628	DLX2	ENSG00000115844
36763	21	41117334	41174023	IGSF5	ENSG00000183067
36764	5	159774758	159797648	C1QTNF2	ENSG00000145861
36765	16	68246304	68255574	RP11-96D1.5	ENSG00000260891
36766	7	44001189	44012924	AC004985.12	ENSG00000241057
36767	5	130581186	130734140	CDC42SE2	ENSG00000158985
36768	16	68258616	68261637	RP11-96D1.10	ENSG00000263276
36769	10	98319942	98320679	NPM1P26	ENSG00000235677
36771	16	68259872	68263048	RP11-96D1.11	ENSG00000262160
36772	7	44024593	44029806	AC004951.5	ENSG00000239556
36773	14	27278623	27305664	RP11-626P14.2	ENSG00000257185
36774	Y	25824651	25824982	TCEB1P16	ENSG00000227915
36775	16	68270748	68271570	RP11-96D1.6	ENSG00000261469
36776	10	98379133	98379240	RNA5SP324	ENSG00000202047
36777	17	79648204	79650954	ARL16	ENSG00000214087
36778	22	31500758	31516055	SELM	ENSG00000198832
36779	10	98380634	98381464	RP11-34E5.4	ENSG00000227032
36780	16	68290065	68294346	RP11-96D1.7	ENSG00000260441
